restaurant_name,location,cuisines,estimated_cost_for_two,rating
Kentacky Chicken Corner,Richmond Road,"Andhra, South Indian",300.0,4.0
Nisarga Garden,Infantry Road,"South Indian, Chinese, Street Food, Juices",300.0,4.0
Easy Bites,"Varthur Main Road, Whitefield","Fast Food, Sandwich",300.0,4.0
Gowri Gajanand Sweets,Brookefield,"Mithai, Street Food",300.0,4.0
Facebake,Marathahalli,"Desserts, Bakery",300.0,4.0
Sri Udupi Park,HSR,"South Indian, North Indian, Chinese, Beverages",300.0,4.0
Petoo,Koramangala 4th Block,"North Indian, South Indian",300.0,4.0
Sagar Fast Food,Koramangala 3rd Block,"South Indian, North Indian, Fast Food",300.0,4.0
Just Shawarma,Koramangala 5th Block,Arabian,300.0,4.0
Ibaco,HSR,Desserts,300.0,4.0
Zangos Grill,Koramangala 1st Block,"BBQ, Fast Food",300.0,4.0
Under The Hood,Koramangala 1st Block,"Salad, Healthy Food, Street Food",300.0,4.0
Waffle Head,BTM,"Desserts, Beverages",300.0,4.0
Brownie Heaven,Koramangala 5th Block,Desserts,300.0,4.0
Insomniac's Delight,Electronic City,"Fast Food, North Indian",300.0,4.0
Sri Pillaiyar Bhavan,Electronic City,Chettinad,300.0,4.0
Notebook Food Court,Electronic City,"Chinese, North Indian, Rolls",300.0,4.0
Just Fresh Point,Electronic City,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",300.0,4.0
Tea Addict,HSR,"Cafe, Beverages",300.0,4.0
Ziyan's Cafe 27th,HSR,Kerala,300.0,4.0
Cake Cafe,HSR,"Bakery, Desserts",300.0,4.0
Patville,HSR,Desserts,300.0,4.0
Delite Chaat House,Indiranagar,"Street Food, Gujarati",300.0,4.0
Wats Ur Scoop?,Indiranagar,"Desserts, Ice Cream",300.0,4.0
J's Pastas and Pizzas,Old Airport Road,"Fast Food, Italian, Pizza",300.0,4.0
Ibaco,Jayanagar,Desserts,300.0,4.0
Marenahalli Donne Biriyani,JP Nagar,"Biryani, Fast Food",300.0,4.0
The Biriyani Pedia,BTM,"Biryani, North Indian",300.0,4.0
Al Amal Cafe,Kammanahalli,"Cafe, Fast Food",300.0,4.0
Creamyum,HBR Layout,"Bakery, Desserts",300.0,4.0
World Of Asia,BTM,Asian,300.0,4.0
Delightz,Koramangala 6th Block,"Desserts, Fast Food",300.0,4.0
The Sweet Spot,Koramangala 6th Block,Desserts,300.0,4.0
DeliToons,Koramangala 6th Block,"Sandwich, Pizza, Salad",300.0,4.0
CakeWalk,Koramangala 4th Block,"Desserts, Bakery",300.0,4.0
Fishing Boat,Yeshwantpur,"Kerala, South Indian, Chinese",300.0,4.0
Dhanalakshmi Grand,Malleshwaram,"South Indian, North Indian",300.0,4.0
Roy Hotel & Restaurant,New BEL Road,"Bengali, North Indian",300.0,4.0
Karavali Lunch Home,Malleshwaram,"South Indian, Seafood",300.0,4.0
Dhadoom,Malleshwaram,"North Indian, Street Food, Pizza, Burger, Sandwich",300.0,4.0
Makers of Milkshakes,Marathahalli,Beverages,300.0,4.0
KA 12 - Flavour Of Coorg,New BEL Road,South Indian,300.0,4.0
Sri Udupi Park,Old Airport Road,"South Indian, North Indian, Chinese, Beverages",300.0,4.0
Sri Ayodhya Veg,Vijay Nagar,"South Indian, North Indian",300.0,4.0
Ibaco,Brigade Road,"Desserts, Ice Cream",300.0,4.0
RS Shiv Sagar Express,Residency Road,"South Indian, North Indian, Chinese, Fast Food",300.0,4.0
Chandrika Tiffins,Whitefield,"North Indian, Street Food",300.0,4.0
Krispy Kreme,Whitefield,"Desserts, Beverages",300.0,4.0
The Krishna Grand Xpress,Jayanagar,"South Indian, Fast Food",350.0,4.0
Khan Saheb Grills and Rolls,Indiranagar,"Fast Food, Rolls",350.0,4.0
Kick Out the Jams,Ejipura,"Burger, American, Italian",350.0,4.0
Haji Ali Juice Centre,Koramangala 5th Block,"Beverages, Fast Food, Desserts",350.0,4.0
The Waffcake Legacy,Marathahalli,"Desserts, Street Food, Sandwich, Beverages",350.0,4.0
Rajasthani Charbhuja Restaurant,Electronic City,"North Indian, Chinese, Rajasthani",350.0,4.0
Aaharam,Koramangala 1st Block,"Chinese, North Indian",350.0,4.0
The ThickShake Factory,Indiranagar,"Beverages, Juices",350.0,4.0
Paratha Singh,Kalyan Nagar,North Indian,350.0,4.0
Hungry Paunch,Koramangala 6th Block,"Bengali, Bihari",350.0,4.0
Khan Saheb Grills and Rolls,Commercial Street,"Fast Food, Rolls",350.0,4.0
Deccan House,New BEL Road,"Hyderabadi, Biryani",350.0,4.0
Shuchi Ruchi,Malleshwaram,"Chinese, North Indian, Street Food",350.0,4.0
The Belgian Waffle Co.,Indiranagar,"Desserts, Beverages",350.0,4.0
Cafe Udupi Ruchi,Vijay Nagar,"South Indian, North Indian, Street Food",350.0,4.0
Lucky Singh & Co,Whitefield,"Fast Food, North Indian, Rolls",350.0,4.0
Kanti Sweets,Banashankari,"Mithai, Street Food",400.0,4.0
Food Springs,Jayanagar,"South Indian, Chinese",400.0,4.0
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",400.0,4.0
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",400.0,4.0
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",400.0,4.0
Kabab Magic,Jayanagar,"North Indian, Kebab, Chinese, Fast Food",400.0,4.0
Kanti Sweets,JP Nagar,"Mithai, Street Food",400.0,4.0
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",400.0,4.0
Chefeana,Bannerghatta Road,North Indian,400.0,4.0
The Jade Kitchen,JP Nagar,"Chinese, Thai",400.0,4.0
California Burrito,Bannerghatta Road,"Mexican, Fast Food",400.0,4.0
Amma's Pastries,Bannerghatta Road,Bakery,400.0,4.0
Zatar House,Electronic City,"South Indian, North Indian, Chinese",400.0,4.0
Bakers77,Jayanagar,"Bakery, Fast Food",400.0,4.0
Divina - Eden Park Restaurants,Jayanagar,Desserts,400.0,4.0
The Salad Studio,Bellandur,"Cafe, Healthy Food, Salad",400.0,4.0
Frozen Bottle,Marathahalli,"Beverages, Desserts",400.0,4.0
Inhouse Burger,Marathahalli,Fast Food,400.0,4.0
Eden Huts Restaurant,Bellandur,"Chinese, North Indian",400.0,4.0
Drunken Monkey,HSR,"Beverages, Fast Food",400.0,4.0
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Residency Road,"Cafe, Fast Food, Desserts, Beverages",400.0,4.0
Keventers,Indiranagar,"Desserts, Beverages, Ice Cream",400.0,4.0
Hotel Fanoos,Richmond Road,"Arabian, Biryani, Rolls, Kebab",400.0,4.0
The Belgian Waffle Co.,Indiranagar,Desserts,400.0,4.0
Airlines Hotel,Lavelle Road,"South Indian, North Indian, Street Food",400.0,4.0
Frozen Bottle,Brigade Road,"Beverages, Desserts, Ice Cream",400.0,4.0
California Burrito,Cunningham Road,"Mexican, Fast Food",400.0,4.0
Amma's Pastries,Ulsoor,Bakery,400.0,4.0
Anand Sweets and Savouries,Commercial Street,"Mithai, Street Food",400.0,4.0
Drunken Monkey,Church Street,"Beverages, Fast Food",400.0,4.0
Yak's Kitchen,Brigade Road,"Chinese, Tibetan, Momos",400.0,4.0
Maratha Darshan,Cunningham Road,"Maharashtrian, North Indian",400.0,4.0
Roti Ghar Ki,Whitefield,"North Indian, Chinese, Biryani",400.0,4.0
Maa Bhook Lagi,Whitefield,North Indian,400.0,4.0
Cafe Orio,BTM,"Cafe, Fast Food",400.0,4.0
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",400.0,4.0
Ashirvaad Grand,BTM,"Chinese, North Indian, South Indian",400.0,4.0
The Milkshake Theory,Koramangala 5th Block,"Beverages, Fast Food",400.0,4.0
Petoo,BTM,"North Indian, Fast Food, Beverages",400.0,4.0
WAFL,Bannerghatta Road,"Desserts, Beverages, American",400.0,4.0
Pout,BTM,Beverages,400.0,4.0
Flavor of Tibet,Koramangala 5th Block,Tibetan,400.0,4.0
Magic Oven,Electronic City,"Cafe, Desserts",400.0,4.0
Hyderabadi Spice,Electronic City,"Hyderabadi, Andhra, Chinese, Biryani",400.0,4.0
Ruposhi Bangla,Electronic City,"Bengali, Chinese, North Indian, Seafood",400.0,4.0
Cafe Palnad,Electronic City,"South Indian, Fast Food",400.0,4.0
The Daily,Electronic City,"Rajasthani, North Indian",400.0,4.0
Polar Bear,Electronic City,"Ice Cream, Desserts, Beverages, Sandwich",400.0,4.0
Vanas,Kammanahalli,"Mangalorean, Seafood",400.0,4.0
Empire Restaurant,HSR,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0,4.0
Kaka-T-Cafe,HSR,"Arabian, Fast Food",400.0,4.0
Anand Sweets and Savouries,Old Airport Road,"Mithai, Street Food",400.0,4.0
Andhra Ruchulu,Old Airport Road,"Andhra, North Indian",400.0,4.0
Hungry Walker,Indiranagar,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",400.0,4.0
Frootality,Indiranagar,"Healthy Food, Beverages",400.0,4.0
Amma's Pastries,Indiranagar,Bakery,400.0,4.0
KFC,BTM,"Burger, Fast Food",400.0,4.0
Fiero! Pizzeria,Koramangala 6th Block,"Italian, Fast Food, Pizza",400.0,4.0
Namma Kudla,JP Nagar,"Mangalorean, North Indian, Chinese, Seafood",400.0,4.0
Polar Bear,Jayanagar,"Ice Cream, Desserts, Beverages, Sandwich",400.0,4.0
Kalpavriksha Upahara,Jayanagar,"South Indian, North Indian, Chinese",400.0,4.0
Domino's Pizza,JP Nagar,"Pizza, Fast Food",400.0,4.0
Paul's Dum Biryani,HBR Layout,"Biryani, Hyderabadi",400.0,4.0
New Krishna Sagar,HBR Layout,"North Indian, Chinese, South Indian, Street Food",400.0,4.0
Breezy Cow Bar,Kalyan Nagar,Beverages,400.0,4.0
Huko Mukho Hangla,Kammanahalli,"Bengali, Seafood",400.0,4.0
Anand Sweets and Savouries,Kammanahalli,"Mithai, Street Food",400.0,4.0
Kanti Sweets,Kammanahalli,"Mithai, Street Food",400.0,4.0
Blue Tokai Coffee Roasters,Koramangala 8th Block,"Cafe, Coffee",400.0,4.0
Keventers,Koramangala 5th Block,"Desserts, Beverages, Ice Cream",400.0,4.0
Domino's Pizza,Koramangala 6th Block,"Pizza, Fast Food",400.0,4.0
Madeena Hotel,Koramangala 5th Block,"North Indian, Mughlai, Biryani",400.0,4.0
Biryani Trip,Indiranagar,Biryani,400.0,4.0
The J,Church Street,"Fast Food, Beverages",400.0,4.0
Anand Sweets and Savouries,Commercial Street,"Mithai, Fast Food",400.0,4.0
Vishnu Garden,RT Nagar,South Indian,400.0,4.0
Lazeez Biryani,New BEL Road,"North Indian, Chinese, Mughlai, Hyderabadi",400.0,4.0
Domino's Pizza,Malleshwaram,"Pizza, Fast Food",400.0,4.0
KFC,Malleshwaram,"Burger, Fast Food",400.0,4.0
Tandoori Junction,Marathahalli,"North Indian, Chinese, Biryani",400.0,4.0
Polar Bear,Marathahalli,"Desserts, Ice Cream, Beverages, Sandwich",400.0,4.0
Amma's Pastries,Ulsoor,"Bakery, Desserts",400.0,4.0
D-Zaprino,Sanjay Nagar,"Fast Food, Pizza",400.0,4.0
Kanti Sweets,Sahakara Nagar,"Mithai, Street Food",400.0,4.0
Prashant Naati Corner,New BEL Road,"South Indian, Biryani",400.0,4.0
Kanti Sweets,New BEL Road,"Mithai, Street Food",400.0,4.0
The Waffles Hut,Indiranagar,Desserts,400.0,4.0
Anand Sweets and Savouries,Old Airport Road,"Mithai, Fast Food",400.0,4.0
Keventers,Indiranagar,"Beverages, Desserts, Ice Cream",400.0,4.0
Kanti Sweets,Indiranagar,"Mithai, Street Food",400.0,4.0
Big Mummy,Indiranagar,"Fast Food, Biryani",400.0,4.0
Amma's Pastries,Thippasandra,"Bakery, Desserts",400.0,4.0
Al-Sidique,Vijay Nagar,"North Indian, Chinese",400.0,4.0
Big Bite,Vijay Nagar,"Fast Food, Street Food, Beverages, Chinese",400.0,4.0
Mama Mia!,Seshadripuram,"Desserts, Cafe",400.0,4.0
Priyadarshini Grand,Basaveshwara Nagar,"South Indian, North Indian, Chinese, Street Food",400.0,4.0
Polar Bear,Sarjapur Road,"Desserts, Ice Cream, Beverages, Sandwich",400.0,4.0
Biryani Kitchen,Bellandur,Biryani,400.0,4.0
Biggies Burger 'n' More,Brookefield,"Cafe, Burger, Fast Food",400.0,4.0
Polar Bear,Whitefield,"Desserts, Ice Cream, Beverages, Sandwich",400.0,4.0
Caf-Eleven,Banashankari,"Cafe, Continental",450.0,4.0
Recipe,Kumaraswamy Layout,"North Indian, Chinese, Biryani, Rolls",450.0,4.0
Roving Feast,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",450.0,4.0
Anna Kuteera,Banashankari,"South Indian, North Indian, Chinese",450.0,4.0
Mealer.in,JP Nagar,"North Indian, Biryani",450.0,4.0
The Flying Squirrel,Brigade Road,"Cafe, Bakery, Beverages, Burger, Continental",450.0,4.0
Richie Rich,Race Course Road,"Desserts, Beverages, Fast Food, Ice Cream",450.0,4.0
Crunchie Corner,Brookefield,"Fast Food, Continental, Desserts",450.0,4.0
Chef Baker's,Brookefield,Bakery,450.0,4.0
LayerBite,BTM,"Bakery, Desserts, Beverages",450.0,4.0
Doof,Electronic City,"Fast Food, Beverages",450.0,4.0
Royal Calcutta Restaurant,Koramangala 1st Block,"North Indian, Chinese, Bengali",450.0,4.0
FoodIshq,Kaggadasapura,North Indian,450.0,4.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Fast Food, Cafe",450.0,4.0
North Indian Bhukkads,Nagawara,"North Indian, Biryani, Chinese, Street Food",450.0,4.0
Khai Khai,HSR,Bengali,450.0,4.0
Lakeview Milkbar,MG Road,"Desserts, Fast Food, Beverages",450.0,4.0
The Flying Squirrel,Brigade Road,Cafe,450.0,4.0
Masti Masala,Rajajinagar,North Indian,450.0,4.0
Mexican Burrito,Sahakara Nagar,"Mexican, Fast Food",450.0,4.0
Hunger Genie,Whitefield,"North Indian, Chinese, Biryani",450.0,4.0
Krishna Kuteera South,Bannerghatta Road,"South Indian, North Indian, Chinese",500.0,4.0
Basmati Delights,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,4.0
Gud Dhani,BTM,Rajasthani,500.0,4.0
McDonald's,Bannerghatta Road,"Burger, Fast Food",500.0,4.0
Bun Town,BTM,"Cafe, Bakery",500.0,4.0
Malhar Maharashtrian Cuisine,Bannerghatta Road,Maharashtrian,500.0,4.0
Royal Chef Naati Oota,JP Nagar,"South Indian, Biryani, North Indian",500.0,4.0
Cream Stone,JP Nagar,"Desserts, Beverages",500.0,4.0
Wat-a-Burger!,Jayanagar,"Burger, Sandwich, Beverages",500.0,4.0
Cafe Jezve,Bellandur,Cafe,500.0,4.0
Charcoal Eats,HSR,"Italian, Biryani, Fast Food, North Indian, Rolls",500.0,4.0
Le Charcoal Xpress,HSR,"Arabian, BBQ, Rolls, Chinese",500.0,4.0
Mighty Paws,Sarjapur Road,Cafe,500.0,4.0
Nite Out,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,4.0
Lakeview Milkbar,MG Road,"Desserts, Cafe, Fast Food",500.0,4.0
Charminar Kabab Paradise,Frazer Town,"North Indian, Chinese, Mughlai, Kebab",500.0,4.0
Cream Stone,Frazer Town,"Desserts, Beverages",500.0,4.0
Stir Fry,Residency Road,"Chinese, Momos",500.0,4.0
Madouk Cafe,Brookefield,Cafe,500.0,4.0
Warm Oven,Whitefield,"Bakery, Desserts",500.0,4.0
Faasos,"ITPL Main Road, Whitefield","North Indian, Biryani, Fast Food",500.0,4.0
Suchithra Biryani House,Marathahalli,"Andhra, Biryani, North Indian",500.0,4.0
Sri Lakshmi Vaibhav,Whitefield,"South Indian, North Indian, Chinese",500.0,4.0
Savitha Family Restaurant,Koramangala 4th Block,North Indian,500.0,4.0
Grow Fit,Koramangala 6th Block,"Healthy Food, North Indian, Thai",500.0,4.0
Sweet Chariot,Koramangala 7th Block,"Bakery, Fast Food",500.0,4.0
Bakingo,Koramangala 1st Block,"Bakery, Desserts",500.0,4.0
Cream Chemistry,Koramangala 5th Block,"Ice Cream, Desserts",500.0,4.0
Kabab Magic,Jayanagar,"North Indian, Kebab, Fast Food",500.0,4.0
Tibetan Mother's Kitchen,Koramangala 7th Block,"Tibetan, Chinese, Momos",500.0,4.0
Whooppeezz,BTM,"Italian, Pizza",500.0,4.0
Kokomo,Koramangala 6th Block,"Thai, Chinese",500.0,4.0
Sweet Truth,BTM,"Bakery, Desserts",500.0,4.0
Kesar Sweet Shop and Fast Food,BTM,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0,4.0
Mandarin Box,Church Street,Chinese,500.0,4.0
New Punjabi Food Corner,Electronic City,"North Indian, Chinese",500.0,4.0
Faasos,Hosur Road,"North Indian, Biryani, Fast Food",500.0,4.0
Faasos,Electronic City,"North Indian, Biryani, Fast Food",500.0,4.0
Amour Fine Patisserie,HSR,"Cafe, Desserts, Continental",500.0,4.0
Faasos,Koramangala 1st Block,"North Indian, Biryani, Fast Food",500.0,4.0
Sweet Truth,Koramangala 1st Block,"Bakery, Desserts",500.0,4.0
Warm Oven,HSR,"Bakery, Desserts",500.0,4.0
Punjabi Nukkad Pure Veg,HSR,"North Indian, Chinese, Juices",500.0,4.0
Le Charcoal Xpress,HSR,"Arabian, BBQ, Rolls, Lebanese",500.0,4.0
Charcoal Eats,HSR,"Mughlai, Biryani, Fast Food",500.0,4.0
Sweet Truth,HSR,"Bakery, Desserts",500.0,4.0
Talk Over Table,Jeevan Bhima Nagar,Cafe,500.0,4.0
Sweet Truth,Thippasandra,"Bakery, Desserts",500.0,4.0
Tayabbs,Indiranagar,"Rolls, North Indian, Fast Food",500.0,4.0
Bob's Restaurant,Jeevan Bhima Nagar,"North Indian, Chinese",500.0,4.0
Shaap,Indiranagar,"Kerala, Seafood",500.0,4.0
Eggzotic,Domlur,"North Indian, Chinese, Biryani, Fast Food",500.0,4.0
Sweet Truth,Indiranagar,"Bakery, Desserts",500.0,4.0
Wanley,Indiranagar,Chinese,500.0,4.0
Delhi Ke Bawarchi,JP Nagar,"North Indian, Chinese, Fast Food",500.0,4.0
Recipe,Kumaraswamy Layout,"North Indian, Chinese, Biryani",500.0,4.0
Shandong,Hennur,"Chinese, Momos",500.0,4.0
McDonald's,Nagawara,"Burger, Fast Food",500.0,4.0
K.G.N Kabbab Corner,Kalyan Nagar,"North Indian, Kebab",500.0,4.0
Punjab Bistro,Nagawara,North Indian,500.0,4.0
Faasos,Kammanahalli,"North Indian, Biryani, Fast Food",500.0,4.0
Subway,Kalyan Nagar,"Healthy Food, Sandwich, Salad",500.0,4.0
Cafe 99 Kerala Mess,Kalyan Nagar,"Kerala, Biryani, Seafood, North Indian",500.0,4.0
Costa Coffee,Koramangala 4th Block,"Cafe, Fast Food",500.0,4.0
Cafe On The Way,Koramangala 3rd Block,Cafe,500.0,4.0
Faasos,Koramangala 8th Block,"North Indian, Biryani, Fast Food",500.0,4.0
Nite Out,Koramangala 4th Block,"North Indian, Chinese, Biryani",500.0,4.0
Punjabi Nawabi,Koramangala 1st Block,North Indian,500.0,4.0
Leon Grill,New BEL Road,"Fast Food, Healthy Food",500.0,4.0
Frozenheit?,Rajajinagar,Ice Cream,500.0,4.0
Warm Oven,Malleshwaram,"Bakery, Desserts",500.0,4.0
Eggstacy,New BEL Road,"Fast Food, Continental, Chinese",500.0,4.0
Stoned Monkey,New BEL Road,"Desserts, Ice Cream",500.0,4.0
Prana,New BEL Road,"Cafe, Healthy Food, South Indian",500.0,4.0
McDonald's,Malleshwaram,"Fast Food, Burger, Beverages, Cafe, Desserts",500.0,4.0
Sweet Truth,Marathahalli,"Bakery, Desserts",500.0,4.0
Cream Stone,Frazer Town,"Desserts, Ice Cream, Beverages",500.0,4.0
Akshaya Deluxe,New BEL Road,"North Indian, Chinese, Seafood, Biryani",500.0,4.0
Sweet Truth,Rajajinagar,"Bakery, Desserts",500.0,4.0
Faasos,Vasanth Nagar,"North Indian, Biryani, Fast Food",500.0,4.0
Juice Berg,Whitefield,"Bakery, Desserts",500.0,4.0
Faasos,Whitefield,"North Indian, Biryani, Fast Food",500.0,4.0
Auntie Anne's,Whitefield,Desserts,500.0,4.0
Pita Pit,Whitefield,"Healthy Food, Salad, Mexican, Beverages",500.0,4.0
Tandoor And Spice,JP Nagar,"North Indian, Chinese, Biryani, Hyderabadi",550.0,4.0
Little Chef,Richmond Road,Chinese,550.0,4.0
New Hilal Restaurant,Shivajinagar,"North Indian, Chinese",550.0,4.0
Dunkin' Donuts,Brookefield,"Burger, Desserts, Fast Food",550.0,4.0
Sharma's Malai & Masala,Koramangala 1st Block,North Indian,550.0,4.0
Moghul Durbar Restaurant,Jayanagar,"North Indian, BBQ, Kebab, Rolls",550.0,4.0
New Hilal Restaurant,Shivajinagar,"North Indian, Chinese, Mughlai",550.0,4.0
Chubalas Curry And Rice,Kammanahalli,"Naga, Goan, Seafood, Chinese",550.0,4.0
Dunkin' Donuts,Nagawara,"Burger, Desserts, Fast Food",550.0,4.0
Andhra Biryanis,Nagawara,"Andhra, North Indian, Chinese, Biryani",550.0,4.0
Petoo,BTM,"North Indian, Fast Food, Street Food",550.0,4.0
Dunkin' Donuts,Brigade Road,"Desserts, Cafe, Beverages, Burger, Fast Food",550.0,4.0
Dunkin' Donuts,Brookefield,"Desserts, Cafe, Beverages, Burger, Fast Food",550.0,4.0
Redberrys,Basavanagudi,"Cafe, Italian",600.0,4.0
Firangi Bake,Rajarajeshwari Nagar,"Mexican, Italian",600.0,4.0
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food",600.0,4.0
Dialogues,JP Nagar,"Cafe, Continental",600.0,4.0
Momoz,BTM,"Chinese, Momos",600.0,4.0
Firangi Bake,Bannerghatta Road,"Mexican, Italian",600.0,4.0
Shake It Off,JP Nagar,"Beverages, Fast Food",600.0,4.0
Firangi Bake,Banashankari,"Mexican, Italian",600.0,4.0
Nagarjuna Chimney,Jayanagar,"Andhra, Biryani",600.0,4.0
Burger King,Basavanagudi,"Burger, Fast Food, Beverages",600.0,4.0
Delitz Creamvilla Cafe,Bellandur,"Cafe, Desserts, Ice Cream",600.0,4.0
Bathinda Junction,HSR,North Indian,600.0,4.0
Burger King,Indiranagar,"Burger, Fast Food, Beverages",600.0,4.0
Mugs N Burgers,Brookefield,"Cafe, Burger, Chinese, Fast Food, Beverages",600.0,4.0
Dehati Murgee,Whitefield,"North Indian, Mughlai",600.0,4.0
East Delicious,Marathahalli,"Chinese, Thai",600.0,4.0
Taco Bell,Brookefield,"Mexican, American, Fast Food",600.0,4.0
Oye Amritsar,Koramangala 6th Block,North Indian,600.0,4.0
Koshe Kosha,Koramangala 1st Block,"Bengali, Seafood",600.0,4.0
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food",600.0,4.0
Chowmein,Seshadripuram,"North Indian, Chinese, Thai, Momos",600.0,4.0
Hyderabadi Spice,Electronic City,"Biryani, North Indian",600.0,4.0
Raidan Restaurant,Frazer Town,"Arabian, Chinese, Fast Food",600.0,4.0
Eatapita,Kammanahalli,"Arabian, Pizza, Greek, Lebanese, Mediterranean",600.0,4.0
Veg Rasoi,HSR,"North Indian, Rajasthani",600.0,4.0
Mughal Treat,HSR,"North Indian, Chinese, Mughlai",600.0,4.0
Melting Spot,Indiranagar,"Cafe, Desserts, Beverages, Italian",600.0,4.0
Skyline Pizzeria,JP Nagar,"Cafe, Bakery, Italian",600.0,4.0
Upahara Darshini,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food",600.0,4.0
Subway,JP Nagar,"Salad, Fast Food",600.0,4.0
An Egg Story,Kalyan Nagar,"Cafe, Continental, American, Italian",600.0,4.0
Berakah,Hennur,"North Indian, Mughlai, Chinese",600.0,4.0
Subway,Kalyan Nagar,"Salad, Fast Food",600.0,4.0
Pasta Factory,Nagawara,"Continental, Italian, Burger, American",600.0,4.0
SS Bucket Biryani,Kammanahalli,"Biryani, North Indian, Chinese",600.0,4.0
Khyma Biryani,Kalyan Nagar,Biryani,600.0,4.0
Szechuan Dragon,HSR,"Chinese, Thai, Momos",600.0,4.0
C. K. Mega Hot Food,BTM,"Chinese, Momos",600.0,4.0
Firangi Bake,Koramangala 8th Block,"Mexican, Italian",600.0,4.0
Royal Biryani Kitchen,BTM,"Biryani, North Indian, Kebab",600.0,4.0
Sagar,Seshadripuram,North Indian,600.0,4.0
Burger King,New BEL Road,"Burger, Fast Food, Beverages",600.0,4.0
Nandhini Deluxe,Sankey Road,North Indian,600.0,4.0
Burger King,Malleshwaram,"Burger, Fast Food, Beverages",600.0,4.0
